id,num_orders
1028232,121.0
1127204,54.0
1212707,135.0
1082698,96.0
1400926,67.0
1284113,216.0
1197966,258.0
1132739,231.0
1057981,96.0
1095932,284.0
1454421,217.0
1149765,242.0
1166964,366.0
1010949,392.0
1409575,163.0
1181616,15.0
1456020,162.0
1264395,26.0
1472931,28.0
1412015,68.0
1461229,54.0
1014564,393.0
1485914,41.0
1345389,189.0
1006833,458.0
1174921,26.0
1175393,15.0
1152412,42.0
1497398,42.0
1363486,15.0
1366766,81.0
1192413,14.0
1319547,285.0
1337684,229.0
1479766,134.0
1460444,1687.0
1139730,391.0
1115056,351.0
1335827,135.0
1385333,634.0
1096323,1027.0
1230693,892.0
1027016,188.0
1181520,82.0
1306234,175.0
1271440,1053.0
1269834,594.0
1176823,958.0
1193098,163.0
1034878,27.0
1010243,121.0
1451807,27.0
1016845,67.0
1198021,217.0
1413802,80.0
1231223,81.0
1274226,594.0
1425142,744.0
1211593,269.0
1419190,53.0
1180223,40.0
1194932,162.0
1323477,148.0
1371595,297.0
1171521,94.0
1052384,256.0
1060921,80.0
1261811,123.0
1246502,189.0
1497466,406.0
1232717,15.0
1136112,15.0
1196334,431.0
1349533,242.0
1463406,189.0
1447686,338.0
1336105,122.0
1012855,419.0
1180646,473.0
1062490,122.0
1098228,1621.0
1101375,755.0
1400016,447.0
1439889,107.0
1408468,67.0
1044490,68.0
1290002,1093.0
1190633,797.0
1040430,1202.0
1049366,149.0
1224120,175.0
1293810,258.0
1197335,42.0
1323989,459.0
1129467,1499.0
1229328,15.0
1164395,14.0
1217722,27.0
1171266,67.0
1024905,163.0
1343027,216.0
1141892,109.0
1302404,15.0
1170447,472.0
1140772,863.0
1103484,323.0
1387134,27.0
1117711,13.0
1472121,27.0
1289523,298.0
1091114,473.0
1043572,473.0
1103283,379.0
1265051,161.0
1168741,188.0
1052776,68.0
1206564,216.0
1302153,270.0
1083754,53.0
1097952,54.0
1251605,27.0
1333032,217.0
1086936,216.0
1088412,163.0
1236400,54.0
