id,num_orders
1028232,135.27
1127204,95.93
1212707,127.24
1082698,81.41
1400926,65.16
1284113,232.81
1197966,285.04
1132739,219.62
1057981,74.34
1095932,129.19
1454421,194.97
1149765,127.16
1166964,424.31
1010949,373.23
1409575,163.74
1181616,19.82
1456020,205.46
1264395,393.23
1472931,101.23
1412015,119.15
1461229,133.68
1014564,290.75
1485914,61.07
1345389,103.03
1006833,163.13
1174921,34.94
1175393,23.82
1152412,40.65
1497398,40.77
1363486,23.36
1366766,25.87
1192413,16.94
1319547,205.39
1337684,118.56
1479766,150.75
1460444,1791.52
1139730,628.83
1115056,374.77
1335827,169.42
1385333,729.61
1096323,801.82
1230693,996.26
1027016,148.63
1181520,117.33
1306234,182.83
1271440,866.61
1269834,538.53
1176823,944.92
1193098,106.81
1034878,70.52
1010243,169.98
1451807,105.11
1016845,101.71
1198021,180.49
1413802,128.7
1231223,98.64
1274226,737.51
1425142,641.3
1211593,273.03
1419190,59.55
1180223,64.34
1194932,202.0
1323477,153.35
1371595,168.31
1171521,168.43
1052384,232.21
1060921,113.54
1261811,139.26
1246502,207.9
1497466,438.95
1232717,41.84
1136112,32.15
1196334,463.16
1349533,254.14
1463406,298.28
1447686,244.18
1336105,146.04
1012855,617.38
1180646,488.54
1062490,292.55
1098228,1586.13
1101375,843.51
1400016,425.72
1439889,108.1
1408468,80.68
1044490,75.57
1290002,811.67
1190633,757.21
1040430,1179.36
1049366,160.98
1224120,142.82
1293810,211.74
1197335,634.59
1323989,564.44
1129467,1001.02
1229328,49.61
1164395,63.67
1217722,97.9
1171266,78.64
1024905,62.83
1343027,118.32
1141892,114.2
1302404,57.32
1170447,466.11
1140772,797.51
1103484,321.35
1387134,41.64
1117711,15.81
1472121,45.37
1289523,253.52
1091114,440.78
1043572,553.55
1103283,200.08
1265051,125.03
1168741,101.66
1052776,134.33
1206564,190.15
1302153,291.05
1083754,65.7
1097952,55.99
1251605,39.93
1333032,390.38
1086936,230.0
1088412,164.45
1236400,56.55
1244516,118.11
1380381,86.79
1495062,458.1
1439647,412.36
1019214,300.92
1316160,758.42
1022008,372.2
1138248,318.04
1052922,42.456
1181474,91.71
1046475,66.2
1216688,381.5
1067565,546.25
1008328,353.49
1430287,207.37
1406716,224.24
1105380,146.25
1248694,584.32
1252163,246.8
1443474,499.48
1033716,101.89
1300295,72.95
1311882,75.06333333333333
1257968,60.37
1226362,126.66
1030655,134.46666666666667
1210527,45.9
1278927,53.75
1232239,57.24
1133067,365.46
1382522,499.26
1219136,323.08
1498130,39.66
1251629,39.8
1032092,23.97
1249865,150.055
1207630,199.713
1144733,140.3
1436768,62.0
1148964,51.73
1237346,171.55
1206015,64.27
1105113,239.38
1430481,45.36
1001589,45.78
1224132,47.73
1074380,518.48
1097109,495.35
1211246,266.77
1390579,243.1835
1473058,254.59449999999998
1186964,157.94516666666667
1222837,61.1
1342393,109.65666666666667
1170472,214.29149999999993
1170791,337.1851666666667
1046653,187.17333333333335
1195179,97.32266666666666
1332509,89.93914285714285
1438300,90.32499999999999
1435748,293.77
1052668,321.436
1227060,307.95883333333336
1342252,91.105
1143109,57.11333333333333
1394807,117.37833333333334
1448374,26.984
1028680,48.611500000000014
1079691,72.61069047619047
1402079,51.63866666666665
1424446,43.26
1133297,236.76666666666668
1076214,877.3457142857142
1173823,429.0196666666667
1488584,24.2575
1072892,20.630333333333333
1277491,22.3345
1290868,117.57666666666665
1048888,187.15
1138141,211.14016666666666
1473125,18.53666666666667
1196726,31.816666666666666
1179278,26.438000000000002
1282305,24.128095238095238
1359903,47.34699999999999
1355143,121.72483333333334
1095889,48.4025
1250665,129.91130952380954
1426610,77.82333333333334
1390104,743.7401666666668
1051519,772.1591666666667
1337584,220.615
1332667,2635.34
1075942,1195.31
1109804,668.75
1316684,136.54
1248315,202.46
1113611,102.57
1110867,852.94
1247289,886.25
1022953,1809.48
1160081,58.81
1120430,100.32
1487280,241.15
1020081,1873.05
1329551,1021.34
1137610,1975.94
1072530,308.21
1115708,305.93
1203532,158.41
1494216,330.79
1116374,280.22
1032497,206.28
1413930,293.04
1136118,211.52
1254872,170.15
1398257,1052.35
1364001,1279.62
1369843,449.02
1379360,98.25
1442044,71.01
1285290,83.95
1129707,431.99
1086750,506.95
1147262,555.16
1025605,208.81
1414158,216.46
1082079,176.12
1467510,201.865
1374892,242.03
1171352,712.4333333333332
1213246,70.39
1279131,165.78
1256386,157.85
1234220,1880.95
1008206,595.08
1267686,484.02
1470186,104.09
1233312,287.8
1279379,154.3
1431703,1702.773
1339938,726.73
1010552,408.08
1237947,730.21
1175098,616.09
1066074,254.27
1045918,54.11
1226081,62.83
1148633,414.84
1441429,502.57
1291804,483.02
1305194,144.01
1327840,115.45
1320801,200.38
1467101,131.24
1473989,237.59
1466330,459.36
1390856,43.1
1120639,22.466666666666665
1279275,69.88
1166120,121.63
1128404,64.86
1252491,49.66
1328056,477.32
1452353,426.31
1353276,98.6
1297182,26.12
1469299,18.67
1129687,227.12
1362599,423.43
1245170,669.68
1098570,47.54
1452600,17.31
1194207,24.64
