id,num_orders
1028232,111.5788899604307
1127204,110.65489552084952
1212707,111.99774225845417
1082698,242.91769482220306
1400926,240.72265458541764
1284113,142.76872033454458
1197966,140.9923779781132
1132739,83.46843094704269
1057981,80.25323016817833
1095932,53.75987677126267
1454421,47.00829668978702
1149765,192.50189611026465
1166964,4.027921574820596
1010949,184.6542138648354
1409575,374.3107517930706
1181616,109.60542638154678
1456020,66.00397338922448
1264395,122.37217179928044
1472931,105.5925419147695
1412015,142.64959468866962
1461229,93.89694630665136
1014564,80.39662938684785
1485914,0.0
1345389,0.0
1006833,0.0
1174921,0.0
1175393,0.0
1152412,0.0
1497398,0.0
1363486,10.206080798962375
1366766,0.0
1192413,0.0
1319547,128.51020800822496
1337684,127.11837483520779
1479766,152.950647708938
1460444,499.2758178601161
1139730,233.1858905482453
1115056,235.46034310313394
1335827,215.38555372067134
1385333,262.6268916682351
1096323,263.06201721296077
1230693,210.9531877651488
1027016,201.73059389188154
1181520,170.2487436063317
1306234,176.3126358123498
1271440,314.3364103327444
1269834,127.25539740713259
1176823,307.8816896971474
1193098,0.0
1034878,0.0
1010243,230.74420813089296
1451807,230.74345979911027
1016845,231.6841168674797
1198021,521.7278757556952
1413802,64.82258542599374
1231223,7.533599712567991
1274226,189.23144922153648
1425142,239.28765932897375
1211593,221.35019284699848
1419190,50.063705701228514
1180223,33.149957376643215
1194932,196.2911032352099
1323477,253.29852830966132
1371595,227.46997711057764
1171521,362.432985010628
1052384,361.9590857520085
1060921,362.8894825857301
1261811,68.19957640232616
1246502,65.87175172464077
1497466,71.29422196462104
1232717,0.0
1136112,0.0
1196334,510.9887996680861
1349533,117.90021516202978
1463406,117.65108565487225
1447686,19.976842569629696
1336105,18.574841586994182
1012855,252.09483433931342
1180646,242.0575194761119
1062490,275.95189276106953
1098228,224.32184940218607
1101375,222.50098424324491
1400016,223.2257146039686
1439889,204.2740267210465
1408468,351.2029833637204
1044490,351.4456418082725
1290002,264.2613667602561
1190633,265.8543289024462
1040430,200.30301655807227
1049366,158.4410090022828
1224120,183.41882890197334
1293810,171.0517413227952
1197335,302.76352754057126
1323989,116.14387040750776
1129467,295.15097030750985
1229328,0.0
1164395,0.0
1217722,219.17132533871978
1171266,219.86705781185327
1024905,485.0420419352282
1343027,513.2648638889611
1141892,53.71105842636888
1302404,19.72054023663219
1170447,178.11992222191165
1140772,235.4108322170641
1103484,215.15769254015993
1387134,39.17840948178417
1117711,39.882670561583495
1472121,20.880593779553806
1289523,207.63841756676476
1091114,209.22472127258774
1043572,220.69045591107806
1103283,616.9487466758408
1265051,616.4748474172213
1168741,617.6403692633108
1052776,56.391568597785124
1206564,56.15318633484816
1302153,60.18269496499613
1083754,0.0
1097952,0.0
1251605,0.0
1333032,498.94566685117724
1086936,106.55356315003715
1088412,107.23603946016354
1236400,121.1641930341851
1244516,7.472353960172484
1380381,8.856276197201566
1495062,249.11487794676376
1439647,237.61513127788223
1019214,265.7630773465413
1316160,358.625704358811
1022008,359.32090230924257
1138248,358.3917051820296
1052922,322.8633549162919
1181474,498.71419620453946
1046475,481.6926056935472
1216688,410.03136172465383
1067565,409.15189008758244
1008328,351.15769303177626
1430287,319.507804265623
1406716,306.4221986673454
1105380,317.8753675908855
1248694,426.7332382211512
1252163,254.87066116644675
1443474,412.5735676731034
1033716,110.99733364640909
1300295,110.98088222547293
1311882,110.9910025219622
1257968,338.6833651190618
1226362,336.8282993848985
1030655,337.0724756483519
1210527,628.0251054478877
1278927,197.66147108631
1232239,120.24147789104953
1133067,354.37931249042254
1382522,351.24897229056893
1219136,353.301102020142
1498130,157.76773767702954
1251629,156.6176813544483
1032092,138.30319114514745
1249865,179.6300633755251
1207630,178.10292479652762
1144733,174.9413628690718
1436768,40.09580596146964
1148964,39.85268426390917
1237346,593.4676133393765
1206015,225.1428913452825
1105113,225.5902426430411
1430481,159.5083296393959
1001589,398.8716807996035
1224132,407.99765256108833
1074380,347.0181291255446
1097109,380.6775674506506
1211246,383.4207997245027
