id,num_orders
1028232,105.27
1127204,114.57
1212707,156.4
1082698,72.47
1400926,65.2
1284113,224.33
1197966,287.13
1132739,236.11
1057981,116.35
1095932,197.81
1454421,141.94
1149765,216.13
1166964,406.84
1010949,305.12
1409575,97.13
1181616,27.1
1456020,210.15
1264395,181.21
1472931,73.87
1412015,85.56
1461229,126.52
1014564,216.38
1485914,58.83
1345389,143.754
1006833,271.49
1174921,22.76
1175393,18.52
1152412,37.44
1497398,40.22
1363486,36.87
1366766,42.94
1192413,26.68
1319547,251.46
1337684,128.8
1479766,207.55
1460444,1164.18
1139730,679.73
1115056,370.32
1335827,131.56
1385333,762.34
1096323,804.34
1230693,1046.38
1027016,111.96666666666668
1181520,86.77
1306234,201.43
1271440,963.81
1269834,546.89
1176823,1008.49
1193098,85.48
1034878,53.22
1010243,163.78
1451807,80.85
1016845,100.53
1198021,228.27
1413802,98.89
1231223,107.65
1274226,643.26
1425142,616.99
1211593,375.78
1419190,58.99
1180223,66.88
1194932,159.91
1323477,173.21
1371595,219.25
1171521,135.47
1052384,243.72
1060921,112.71
1261811,149.92
1246502,216.73
1497466,422.24
1232717,28.63
1136112,41.56
1196334,395.01
1349533,263.87
1463406,272.31
1447686,268.47
1336105,127.32
1012855,403.84
1180646,406.37
1062490,344.98
1098228,1565.6
1101375,870.81
1400016,407.57
1439889,76.54
1408468,69.15
1044490,70.87666666666667
1290002,886.11
1190633,756.19
1040430,1159.98
1049366,84.71
1224120,108.27
1293810,173.28
1197335,310.6
1323989,562.55
1129467,1248.3
1229328,49.95
1164395,50.05
1217722,68.82
1171266,64.02
1024905,86.61
1343027,207.05
1141892,83.16
1302404,56.05
1170447,479.84
1140772,589.27
1103484,287.0466666666667
1387134,33.468333333333334
1117711,29.5
1472121,34.18
1289523,258.1
1091114,446.4
1043572,554.84
1103283,268.06
1265051,138.59
1168741,146.2
1052776,100.11
1206564,156.41783333333333
1302153,238.65
1083754,43.29
1097952,34.83
1251605,29.177499999999995
1333032,399.51
1086936,229.7
1088412,162.15
1236400,49.345
1244516,94.43
1380381,81.99
1495062,410.67
1439647,234.59
1019214,274.325
1316160,848.98
1022008,668.58
1138248,379.98
1052922,57.19
1181474,90.13
1046475,39.57
1216688,379.55
1067565,567.51
1008328,422.31
1430287,151.91
1406716,205.82
1105380,118.95
1248694,616.18
1252163,259.83
1443474,504.85
1033716,83.14
1300295,69.42
1311882,73.31
1257968,57.35
1226362,117.71
1030655,143.28
1210527,61.28
1278927,47.12
1232239,77.57
1133067,348.55
1382522,549.26
1219136,284.23
1498130,39.28
1251629,39.31
1032092,40.30916666666667
1249865,134.01
1207630,192.89
1144733,159.72
1436768,58.68
1148964,53.57
1237346,188.11
1206015,74.2
1105113,225.19
1430481,39.61
1001589,67.95
1224132,47.59
1074380,328.73
1097109,394.7
1211246,193.6
1390579,288.27
1473058,260.3
1186964,141.56
1222837,63.58
1342393,77.02
1170472,196.45
1170791,291.52
1046653,216.8
1195179,146.76
1332509,120.09
1438300,108.06
1435748,159.66
1052668,291.04
1227060,198.63259523809526
1342252,43.03
1143109,62.15
1394807,122.89
1448374,42.31
1028680,46.76
1079691,53.36933333333334
1402079,21.385
1424446,43.89
1133297,212.6131428571428
1076214,739.5966666666666
1173823,343.70333333333326
1488584,20.796666666666667
1072892,31.58
1277491,18.24
1290868,85.56
1048888,207.72
1138141,165.79738095238096
1473125,22.038333333333334
1196726,19.02
1179278,26.982666666666663
1282305,41.11666666666666
1359903,40.44
1355143,52.97
1095889,36.362500000000004
1250665,80.99666666666666
1426610,52.55
1390104,432.54
1051519,537.19
1337584,183.61666666666665
1332667,2406.67
1075942,1244.07
1109804,634.37
1316684,80.82
1248315,137.57
1113611,110.63
1110867,861.14
1247289,947.98
1022953,1842.06
1160081,123.22
1120430,113.42
1487280,250.95
1020081,1986.74
1329551,938.02
1137610,1748.54
1072530,251.11
1115708,278.21
1203532,167.4
1494216,359.75
1116374,311.23
1032497,164.72
1413930,273.66
1136118,181.51
1254872,117.28
1398257,1139.88
1364001,1013.4
1369843,382.44
1379360,97.0
1442044,74.23
1285290,101.1
1129707,495.07
1086750,648.7
1147262,647.59
1025605,213.76
1414158,204.17
1082079,194.22
1467510,176.48
1374892,240.65
1171352,624.27
1213246,72.28666666666666
1279131,151.92
1256386,54.38
1234220,1918.0
1008206,507.56
1267686,456.96
1470186,98.62
1233312,262.67
1279379,153.94
1431703,556.09
1339938,411.85
1010552,364.82
1237947,808.93
1175098,760.95
1066074,225.81
1045918,62.78
1226081,55.93
1148633,416.48
1441429,466.01
1291804,595.2
1305194,124.99
1327840,154.14
1320801,192.88
1467101,232.01
1473989,255.14
1466330,531.54
1390856,44.03
1120639,34.65
1279275,80.38
1166120,97.46
1128404,59.42
1252491,57.78
1328056,441.84
1452353,523.95
1353276,109.33
1297182,23.56333333333333
1469299,23.91
1129687,224.61
1362599,459.61
1245170,449.98
1098570,49.52
1452600,29.68
1194207,41.11
1023619,95.94
1254600,120.07416666666666
1157094,243.81
1165391,31.47
1131248,46.68
1383646,175.1
1288250,113.22
1476141,88.07
1401237,61.21
1383510,79.84
1433607,56.69
1098207,373.48
1453624,364.02
1089046,207.43
1306954,2089.67
1413179,625.36
1379869,479.91
1037218,113.87
1247919,200.37
1097438,139.8
1441938,850.75
1060769,912.26
1409283,1286.75
1397517,178.79
1220386,139.57
1297481,324.9
1309280,1247.38
1013813,702.34
1087803,1653.34
1256077,94.51
1328392,76.16
1197947,123.71
1134877,161.75
1149222,127.31
1321757,253.78
1364052,147.46
1346914,107.31
1343936,675.23
1284997,772.56
1443980,378.54
1272226,46.24
1267791,36.35
1049345,66.76
1300007,398.15
1220471,598.46
1486124,653.0
1183373,113.1
1076787,113.15
1218918,99.99
1351627,176.62
1333350,331.05
1312936,536.92
1477543,47.23
1408514,37.43
1256773,57.47
1174904,658.57
1392815,424.82
